Time	"Time Code"	"Country Name"	"Country Code"	"Alternative and nuclear energy (% of total energy use) [EG.USE.COMM.CL.ZS]"	"Armed forces personnel (% of total labor force) [MS.MIL.TOTL.TF.ZS]"	"Arms exports (SIPRI trend indicator values) [MS.MIL.XPRT.KD]"	"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]"	"Children out of school (% of primary school age) [SE.PRM.UNER.ZS]"	"CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC]"	"GDP per capita (current US$) [NY.GDP.PCAP.CD]"	"GINI index (World Bank estimate) [SI.POV.GINI]"	"Income share held by highest 10% [SI.DST.10TH.10]"	"International migrant stock (% of population) [SM.POP.TOTL.ZS]"	"International tourism, number of arrivals [ST.INT.ARVL]"	"Land area (sq. km) [AG.LND.TOTL.K2]"	"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]"	"Net migration [SM.POP.NETM]"	"Physicians (per 1,000 people) [SH.MED.PHYS.ZS]"	"Population ages 0-14 (% of total population) [SP.POP.0014.TO.ZS]"	"Population in the largest city (% of urban population) [EN.URB.LCTY.UR.ZS]"	"Prevalence of undernourishment (% of population) [SN.ITK.DEFC.ZS]"	"Proportion of seats held by women in national parliaments (%) [SG.GEN.PARL.ZS]"	"Rural population (% of total population) [SP.RUR.TOTL.ZS]"	"Smoking prevalence, total (ages 15+) [SH.PRV.SMOK]"	"Suicide mortality rate (per 100,000 population) [SH.STA.SUIC.P5]"	"Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant) [SP.MTR.1519.ZS]"	"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]"
2013	"YR2013"	"Afghanistan"	"AFG"	""	"2.97122837311475"	""	""	""	"0.310341014879365"	"637.16504385598"	""	""	""	""	"652860"	"62.525"	""	"0.2894"	"46.3866707443965"	"45.0502455986707"	"25"	"27.7"	"75.627"	""	""	""	"1.72500002384186"
2013	"YR2013"	"Albania"	"ALB"	"26.0687850119228"	"0.68281209332515"	""	"70.5807697920008"	"4.58103"	"1.74921107861166"	"4413.08288688408"	""	""	""	"2857000"	"27400"	"77.554"	""	"1.2706"	"19.8562568229796"	"26.9777768076807"	"5.8"	"17.9"	"44.613"	"29.8"	""	""	"15.8660001754761"
2013	"YR2013"	"Algeria"	"DZA"	"0.0429831625830771"	"2.64116097842858"	""	""	""	"3.52555735779834"	"5499.58776363606"	""	""	""	"2733000"	"2381740"	"75.661"	""	""	"27.9168533575905"	"9.52268994660839"	"4.5"	"31.6"	"30.424"	"15.3"	""	""	"9.81999969482422"
2013	"YR2013"	"American Samoa"	"ASM"	""	""	""	""	""	""	"11505.3937142139"	""	""	""	"20800"	"200"	""	""	""	""	""	""	""	"12.652"	""	""	""	""
2013	"YR2013"	"Andorra"	"AND"	""	""	""	""	""	"5.90177532374279"	"40626.7516320228"	""	""	""	"2328000"	"470"	""	""	""	""	""	""	"50"	"11.463"	"34.1"	""	""	""
2013	"YR2013"	"Angola"	"AGO"	"2.54660688169104"	"1.09343862991579"	""	""	""	"1.25377616969393"	"5254.88233799616"	""	""	""	"650000"	"1246700"	"58.054"	""	""	"47.2054250456675"	"39.6730340606104"	"31.2"	"34.1"	"37.998"	""	""	""	"7.4539999961853"
2013	"YR2013"	"Antigua and Barbuda"	"ATG"	""	""	""	""	""	"5.72993793435028"	"13035.0936407801"	""	""	""	"243000"	"440"	"76.218"	""	""	"23.2593207745094"	""	""	"10.5"	"74.65"	""	""	""	""
2013	"YR2013"	"Argentina"	"ARG"	"5.67143015652958"	"0.556378259275955"	""	""	"0.40809"	"4.49853999490794"	"13080.2547323367"	"41"	"29.4"	""	"5246000"	"2736690"	"75.756"	""	"3.9066"	"25.5099662219408"	"37.7410622908127"	"3.5"	""	"8.751"	"24.4"	""	""	"7.09999990463257"
2013	"YR2013"	"Armenia"	"ARM"	"25.7297412632428"	"3.47189076625548"	""	""	"3.4119"	"1.89704008580942"	"3838.18580148382"	"30.6"	"24.7"	""	"1084000"	"28470"	"74.056"	""	"2.9072"	"19.665080059691"	"58.2038869431711"	"4.4"	"10.7"	"36.836"	"26.5"	""	""	"16.1790008544922"
2013	"YR2013"	"Aruba"	"ABW"	""	""	""	""	""	"8.35356100776471"	"25025.0995629083"	""	""	""	"979000"	"180"	"75.441"	""	""	"19.5930553805291"	""	""	""	"57.01"	""	""	""	""
2013	"YR2013"	"Australia"	"AUS"	"2.13883076334763"	"0.465551601534425"	"54000000"	"38.0392720986105"	"0.06038"	"16.0958331735351"	"68150.1070413215"	""	""	""	"6482000"	"7682300"	"82.1487804878049"	""	"3.3882"	"18.920548100954"	"22.1812951526252"	"2.5"	"26"	"14.498"	"16.2"	""	""	"5.66300010681152"
2013	"YR2013"	"Austria"	"AUT"	"12.2986608351995"	"0.512028691812206"	"29000000"	""	"1.02622"	"7.36874814486104"	"50716.7087062864"	"30.8"	"24.2"	""	"24813000"	"82530.99609375"	"81.1365853658537"	""	"4.9316"	"14.2541848947002"	"36.8679209813428"	"2.5"	"33.3"	"42.664"	"32.4"	""	""	"5.33500003814697"
2013	"YR2013"	"Azerbaijan"	"AZE"	"0.660788427016893"	"1.74253776012346"	""	""	"1.72343"	"3.78506883600917"	"7875.75695254288"	""	""	""	"2130000"	"82659.00390625"	"71.768"	""	"3.4558"	"22.6273745752476"	"42.263412024217"	"2.5"	"16"	"45.855"	"21.8"	""	""	"4.96999979019165"
2013	"YR2013"	"Bahamas, The"	"BHS"	""	"0.632049786075457"	""	"44.1234803718619"	"22.83106"	"7.63026189646157"	"28944.7882168381"	""	""	""	"1366000"	"10010"	"72.62"	""	""	"25.1946651269579"	""	""	"13.2"	"17.404"	"11.2"	""	""	"16.1800003051758"
2013	"YR2013"	"Bahrain"	"BHR"	"0"	"2.6030658926135"	""	""	"5.58603"	"23.8112718426742"	"24744.3576319157"	""	""	""	"9163000"	"770"	"76.484"	""	"0.9533"	"20.5121107687441"	"32.0155862921437"	""	"10"	"11.165"	"25.6"	""	""	"1.21599996089935"
2013	"YR2013"	"Bangladesh"	"BGD"	"0.218257250206309"	"0.367192400209171"	""	""	""	"0.456320609091594"	"981.839879150399"	""	""	""	"148000"	"130170"	"70.93"	""	"0.4089"	"30.3437442561577"	"32.7461220170417"	"16.6"	"19.7"	"67.238"	"24"	""	""	"4.42600011825562"
2013	"YR2013"	"Barbados"	"BRB"	""	"0.392719874844683"	""	"122.171179837398"	""	"5.0949186763092"	"16224.2873624673"	""	""	""	"509000"	"430"	"78.633"	""	""	"18.9105720798041"	""	"4.3"	"16.7"	"68.571"	"7.9"	""	""	"11.5500001907349"
2013	"YR2013"	"Belarus"	"BLR"	"0.066229574788993"	"3.09445450250964"	"268000000"	"23.8372955552391"	"1.72647"	"6.73665225121031"	"7978.87261471076"	"26.6"	"22.1"	""	"6241800"	"202908.0078125"	"72.4707317073171"	""	"3.9331"	"15.6141037104449"	"26.4322240622654"	"2.5"	"26.6"	"23.801"	"28.2"	""	""	"5.93499994277954"
2013	"YR2013"	"Belgium"	"BEL"	"21.4255025060909"	"0.756457728335252"	"55000000"	""	"1.20746"	"8.68954309131301"	"46680.3898229483"	"27.7"	"21.8"	""	"7684000"	"30280"	"80.5878048780488"	""	"2.9592"	"16.9544062587721"	"18.0675257107035"	"2.5"	"38"	"2.211"	"29.6"	""	""	"8.42500019073486"
2013	"YR2013"	"Belize"	"BLZ"	""	"0.671862402579952"	""	"77.3543518490858"	"0.92849"	"1.48498040293305"	"4652.50900308057"	""	""	""	"294000"	"22810"	"73.452"	""	""	"33.5105505980359"	""	"7.1"	"3.1"	"54.718"	""	""	""	"11.6999998092651"
2013	"YR2013"	"Benin"	"BEN"	"0"	"0.235441376592094"	""	""	""	"0.580952958782511"	"915.315621163215"	""	""	""	"231000"	"112760"	"60.092"	""	"0.1506"	"43.4322602493195"	"15.2070149261752"	"10.2"	"8.4"	"55.358"	"6.8"	""	""	"2.66599988937378"
2013	"YR2013"	"Bermuda"	"BMU"	""	""	""	""	""	"7.05181458746789"	"85748.0654143782"	""	""	""	"236000"	"54.0000009536743"	"80.5724390243902"	""	""	""	""	""	""	"0"	""	""	""	""
2013	"YR2013"	"Bhutan"	"BTN"	""	""	""	"96.1392467526552"	"9.05177"	"1.2959275623101"	"2532.0156424178"	""	""	""	"116000"	"38116.9995117188"	"69.662"	""	"0.2654"	"28.7549085727722"	""	""	"6.4"	"62.851"	""	""	""	"2.86999988555908"
2013	"YR2013"	"Bolivia"	"BOL"	"2.41602925946948"	"1.70641289244164"	""	""	"11.25537"	"1.79447716529936"	"2908.20008548078"	"47.6"	"35.2"	""	"798000"	"1083300"	"69.468"	""	""	"33.26768716391"	"23.8295393229979"	"21.1"	"25.4"	"32.301"	""	""	""	"2.39400005340576"
2013	"YR2013"	"Bosnia and Herzegovina"	"BIH"	"6.04069362212977"	"0.740357896057982"	"3000000"	""	""	"6.18791143805194"	"5131.39450642932"	""	""	""	"529000"	"51200"	"76.569"	""	"2.0003"	"15.3658916628042"	"20.7670098738823"	"2.5"	"21.4"	"53.481"	"40.2"	""	""	"27.4500007629395"
2013	"YR2013"	"Botswana"	"BWA"	"0.00346508583541406"	"1.09738967575793"	""	"18.2124296664286"	"11.00606"	"2.53529732329521"	"7224.96517150786"	""	""	""	"1544000"	"566730"	"64.976"	""	""	"34.9082300145257"	""	"24.9"	"7.9"	"34.428"	"19.7"	""	""	"18.2859992980957"
2013	"YR2013"	"Brazil"	"BRA"	"11.4981042378909"	"0.720759010111426"	"40000000"	"57.2284201140371"	""	"2.50540878760348"	"12300.3225752233"	"52.8"	"41.7"	""	"5813000"	"8358140"	"74.483"	""	"1.8693"	"23.3356033423521"	"11.9010377792831"	"2.5"	"8.6"	"14.791"	"15.5"	""	""	"6.9850001335144"
2013	"YR2013"	"British Virgin Islands"	"VGB"	""	""	""	""	"3.40834"	"6.10170901653551"	""	""	""	""	"366000"	"150"	""	""	""	""	""	""	""	"54.144"	""	""	""	""
2013	"YR2013"	"Brunei Darussalam"	"BRN"	"0.00565388122510402"	"4.5989012354886"	""	""	"0.42033"	"19.295180022798"	"44740.085018517"	""	""	""	"225000"	"5270"	"75.075"	""	"1.617"	"24.8013827175147"	""	"2.7"	""	"24.003"	"16.9"	""	""	"7.02899980545044"
2013	"YR2013"	"Bulgaria"	"BGR"	"24.7897641056311"	"1.40449688427361"	"21000000"	""	"4.41735"	"5.4506959628306"	"7646.83986554542"	"36.6"	"27.5"	""	"6898000"	"108560"	"74.8609756097561"	""	"3.9761"	"13.9372254491304"	"23.3698078619313"	"5"	"24.6"	"26.687"	"39.3"	""	""	"12.9409999847412"
2013	"YR2013"	"Burkina Faso"	"BFA"	""	"0.183298277204306"	""	""	"32.83834"	"0.179131863449264"	"699.779405632453"	""	""	""	"218000"	"273600"	"58.937"	""	""	"45.9383808792766"	"44.5555606689472"	"20.1"	"15.7"	"73.654"	"13"	""	""	"6.27799987792969"
2013	"YR2013"	"Burundi"	"BDI"	""	"1.24818029738232"	""	""	""	"0.0303652226887466"	"256.976002796754"	"38.6"	"31"	""	"234000"	"25680"	"59.148"	""	""	"45.3442457887291"	"60.8002804414031"	""	"30.5"	"88.518"	""	""	""	"1.67400002479553"
2013	"YR2013"	"Cabo Verde"	"CPV"	""	"0.4995004995005"	""	""	"6.78591"	"0.974526524773912"	"3615.97904131099"	""	""	""	"503000"	"4030"	"71.661"	""	"0.5922"	"30.6357816737926"	""	"14.2"	"20.8"	"36.683"	"9.6"	""	""	"12.1120004653931"
2013	"YR2013"	"Cambodia"	"KHM"	"2.89563711875362"	"2.26384826039296"	""	""	""	"0.372890469876481"	"1013.4204006154"	""	""	""	"4210000"	"176520"	"67.888"	""	"0.4759"	"32.1107839225168"	"51.9431838699222"	"18.4"	"20.3"	"78.585"	"18.9"	""	""	"1.28400003910065"
2013	"YR2013"	"Cameroon"	"CMR"	"4.56647214734543"	"0.243992730699334"	""	""	""	"0.306783420688528"	"1465.2223269067"	""	""	""	"783000"	"472710"	"56.576"	""	""	"43.4937814389753"	"23.5291661532289"	"8"	"31.1"	"46.627"	""	""	""	"3.74200010299683"
2013	"YR2013"	"Canada"	"CAN"	"19.9124179587462"	"0.337603963521917"	"190000000"	""	"0.56769"	"14.7410812954918"	"52504.655704109"	"34"	"25.3"	""	"16059000"	"9093510"	"81.7487804878049"	""	"2.4509"	"16.1672587173447"	"20.1136777009822"	"2.5"	"24.7"	"18.822"	"16.3"	""	""	"7.07399988174438"
2013	"YR2013"	"Cayman Islands"	"CYM"	""	""	""	""	""	"8.93315757858907"	""	""	""	""	"345000"	"240"	""	""	""	""	""	""	""	"0"	""	""	""	""
2013	"YR2013"	"Central African Republic"	"CAF"	""	"0.45784793493728"	""	""	""	"0.0667785236408208"	"382.340300200927"	""	""	""	"83500"	"622980"	"49.371"	""	""	"44.9442708811082"	"43.3325378772205"	"44.6"	""	"60.337"	""	""	""	"6.89499998092651"
2013	"YR2013"	"Chad"	"TCD"	""	"0.714677256057684"	""	""	"21.86743"	"0.0529784067439895"	"979.533959184118"	""	""	""	"97000"	"1259200"	"52.386"	""	"0.0436"	"48.3333790958284"	"37.5346447805037"	"36.9"	"14.9"	"77.752"	""	""	""	"2.11400008201599"
2013	"YR2013"	"Channel Islands"	"CHI"	""	""	""	""	""	""	""	""	""	""	""	"197.999992370605"	"82.071"	""	""	"15.6098578245562"	""	""	""	"68.973"	""	""	""	"8.1850004196167"
2013	"YR2013"	"Chile"	"CHL"	"4.08270933094002"	"1.23445672385657"	""	""	"3.94693"	"4.73643108698645"	"15842.9400901334"	"47.3"	"38.4"	""	"3576000"	"743532.03125"	"79.349"	""	""	"21.0929375607909"	"41.8802151562933"	"3.7"	"14.2"	"12.754"	"40.6"	""	""	"6.21400022506714"
2013	"YR2013"	"China"	"CHN"	"4.53414655121912"	"0.383006229846505"	"2047000000"	""	""	"7.55721104480691"	"7050.64591988963"	"39.7"	"30.3"	""	"55686000"	"9388211.25"	"75.321"	""	"1.6438"	"18.2400894189889"	"3.08216345267715"	"9.9"	"23.4"	"46.987"	"26.4"	""	""	"4.59999990463257"
2013	"YR2013"	"Colombia"	"COL"	"8.97406621107914"	"1.8683949726708"	""	"67.1467580369447"	""	"1.92753580549154"	"8212.66782924683"	"52.8"	"41.5"	""	"2288000"	"1109500"	"76.105"	""	"1.8064"	"25.5502420417394"	"24.9435818261012"	"8.6"	"12.1"	"20.939"	"10.4"	""	""	"9.05200004577637"
2013	"YR2013"	"Comoros"	"COM"	""	""	""	""	"12.07855"	"0.237376686603597"	"1504.92085930273"	"45.3"	"33.7"	""	"21900"	"1861.00006103516"	"62.922"	""	""	"40.5313517778033"	""	""	"3"	"71.777"	"15"	""	""	"4.15000009536743"
2013	"YR2013"	"Congo, Dem. Rep."	"COD"	"2.26762471023057"	"0.548300831040272"	""	""	""	"0.0503090389389498"	"457.96372825642"	""	""	""	"191000"	"2267050"	"58.381"	""	"0.09"	"46.3881185681818"	"35.8684538732492"	""	"8.9"	"58.373"	""	""	""	"4.42999982833862"
2013	"YR2013"	"Congo, Rep."	"COG"	"1.49281828422187"	"0.643797547131346"	""	""	""	"0.667915559554128"	"3047.06458933719"	""	""	""	"231000"	"341500"	"62.022"	""	""	"42.0959158182922"	"60.0855148295327"	"38.7"	"7.4"	"35.373"	"19.8"	""	""	"10.0290002822876"
2013	"YR2013"	"Costa Rica"	"CRI"	"13.9890581870171"	"0.423915403788073"	""	""	"0.48616"	"1.6022464275901"	"10490.0806476351"	"49.3"	"37.4"	""	"2428000"	"51060"	"79.234"	""	"1.1497"	"22.9235232355575"	"35.3893976020194"	"5.5"	"38.6"	"25.03"	"12.7"	""	""	"8.76799964904785"
2013	"YR2013"	"Cote d'Ivoire"	"CIV"	"0.649866360455881"	""	""	""	"31.6069"	"0.483786557150751"	"1415.46927734066"	""	""	""	"380000"	"318000"	"54.906"	""	""	"43.022946368227"	"39.9863747080145"	"21.4"	"10.4"	"51.407"	""	""	""	"4.25400018692017"
2013	"YR2013"	"Croatia"	"HRV"	"10.3600523290762"	"1.06165759777568"	""	""	"1.37935"	"4.12395313661313"	"13665.9141789877"	"32"	"23.7"	""	"10948000"	"55960"	"77.1268292682927"	""	"3.017"	"14.9440045568931"	"28.9944125594662"	"2.5"	"23.8"	"44.294"	"36.1"	""	""	"17.2509994506836"
2013	"YR2013"	"Cuba"	"CUB"	"0.0917410338608715"	"1.47243465803046"	""	""	"2.01584"	"3.08434756867138"	"6837.71289192677"	""	""	""	"2839000"	"104220"	"78.485"	""	"7.3341"	"17.0736089151528"	"24.4689106991956"	"2.5"	"48.9"	"23.173"	"36.5"	""	""	"3.28999996185303"
2013	"YR2013"	"Curacao"	"CUW"	""	""	""	""	""	"33.8994032063034"	"20462.7179539813"	""	""	""	"441000"	"444"	"77.8268292682927"	""	""	"20.1474546219881"	""	""	""	"10.456"	""	""	""	""
2013	"YR2013"	"Cyprus"	"CYP"	"5.2851490507606"	"2.147361187836"	""	""	"1.79527"	"5.19979962687937"	"27942.3012696028"	"37"	"30.8"	""	"2405000"	"9240"	"79.999"	""	"2.4076"	"17.2024520354657"	""	"5.4"	"10.7"	"32.863"	"37.3"	""	""	"15.871000289917"
2013	"YR2013"	"Czech Republic"	"CZE"	"20.7795241044764"	"0.452717932495436"	"40000000"	""	"1.01346"	"9.384891602576"	"19916.0193873722"	"26.5"	"22.6"	""	"7852000"	"77220"	"78.1756097560976"	""	"3.66"	"14.6963883265655"	"16.2859415695226"	"2.5"	"19.5"	"26.71"	"34.3"	""	""	"6.95300006866455"
2013	"YR2013"	"Denmark"	"DNK"	"7.65236044737349"	"0.594205391930276"	"9000000"	""	"0.25345"	"6.86256503195408"	"61191.1937042028"	"28.5"	"23.7"	""	"8557000"	"41990"	"80.3"	""	"3.6395"	"17.2848516666386"	"25.2704235087789"	"2.5"	"39.1"	"12.708"	"21.7"	""	""	"6.99700021743774"
2013	"YR2013"	"Djibouti"	"DJI"	""	"3.40689956354854"	""	""	"41.12311"	"0.689150712164593"	"1499.76702162161"	"44.1"	"34.1"	""	"63000"	"23180"	"62.239"	""	""	"31.2960704998228"	"75.114829708971"	"19.3"	"12.7"	"22.778"	"13.7"	""	""	"11.7259998321533"
2013	"YR2013"	"Dominica"	"DMA"	""	""	""	""	""	"1.85890503548496"	"7068.53574468351"	""	""	""	"78000"	"750"	""	""	""	""	""	"6.2"	"12.5"	"31.018"	""	""	""	""
2013	"YR2013"	"Dominican Republic"	"DOM"	"2.99588529620787"	"1.43132815990329"	""	""	"6.17265"	"2.13380483954179"	"6236.10436946074"	"47.7"	"37.9"	""	"4690000"	"48310"	"72.763"	""	""	"29.4723390144654"	"36.3321101605037"	"13"	"20.8"	"23.251"	"14.4"	""	"20.5"	"7.35200023651123"
2013	"YR2013"	"Ecuador"	"ECU"	"6.34284685700518"	"0.83153444559859"	""	""	"1.05741"	"2.61003519725705"	"6056.3308269681"	"46.9"	"35.7"	""	"1364000"	"248360"	"75.707"	""	""	"29.812584760605"	"26.5851115790951"	"8.1"	"38.7"	"36.875"	"8"	""	""	"3.08299994468689"
2013	"YR2013"	"Egypt, Arab Rep."	"EGY"	"1.46594454530422"	"2.81994970465288"	""	""	""	"2.41403693290307"	"3264.37878715277"	""	""	""	"9174000"	"995450"	"70.928"	""	""	"32.9392326281132"	"47.5396368328804"	"4.4"	""	"57.107"	"23.3"	""	""	"13.1540002822876"
2013	"YR2013"	"El Salvador"	"SLV"	"6.58837396278693"	"1.20428786133762"	""	"62.3992484187828"	""	"0.994280785244978"	"3509.53149262616"	"43.4"	"34.2"	""	"1283000"	"20720"	"71.935"	""	""	"29.5407807445496"	"25.6612723404086"	"11.5"	"26.2"	"31.964"	"10.7"	""	""	"3.69300007820129"
2013	"YR2013"	"Equatorial Guinea"	"GNQ"	""	"0.318946124683772"	""	""	""	"4.79661245265526"	"20384.9245274473"	""	""	""	""	"28050"	"56.642"	""	""	"37.9234550307363"	"36.9246614594813"	""	"12.1"	"30.456"	""	""	""	"8.57800006866455"
2013	"YR2013"	"Eritrea"	"ERI"	"0.021564964455422"	"13.0396677356932"	""	""	"33.72049"	""	""	""	""	""	"141000"	"101000"	"63.726"	""	""	""	""	""	"22"	""	"6.3"	""	""	"6.95499992370605"
2013	"YR2013"	"Estonia"	"EST"	"0.473770060005238"	"0.844533809993112"	""	""	"1.24651"	"15.0937179674916"	"19072.2385175669"	"35.1"	"26.6"	""	"3111000"	"43470"	"77.1414634146341"	""	"3.3255"	"15.7088142937936"	"44.8762928163627"	"3.1"	"20.8"	"31.878"	"32.7"	""	""	"8.63099956512451"
2013	"YR2013"	"Eswatini"	"SWZ"	""	""	""	""	"15.42194"	"1.00207942482741"	"4196.30973301426"	""	""	""	"968000"	"17200"	"51.699"	""	""	"39.4890522366156"	""	"22.7"	"6.2"	"77.001"	"9"	""	""	"25.4130001068115"
2013	"YR2013"	"Ethiopia"	"ETH"	"1.11410312153567"	"0.315936561312126"	""	"10.733283781495"	""	"0.111487261964663"	"499.531572059907"	""	""	""	"681000"	"1000000"	"63.961"	""	""	"43.3006976573179"	"20.0580429633066"	"26.7"	"27.8"	"81.425"	"4.4"	""	""	"2.25099992752075"
2013	"YR2013"	"Faroe Islands"	"FRO"	""	""	""	""	""	"14.1651006431137"	"54853.6255967876"	""	""	""	""	"1396.00006103516"	"81.3926829268293"	""	""	""	""	""	""	"58.637"	""	""	""	""
2013	"YR2013"	"Fiji"	"FJI"	""	"0.952803556407332"	""	""	"0.86635"	"1.33020720695742"	"4840.69371615802"	"36.7"	"29.7"	""	"659000"	"18270"	"66.95"	""	"0.8025"	"29.3061062282234"	""	"4.2"	""	"46.294"	"24.4"	""	""	"4.35699987411499"
2013	"YR2013"	"Finland"	"FIN"	"23.1515969057767"	"0.93161221082757"	"75000000"	""	"0.69319"	"8.68178012315563"	"49638.0771298139"	"27.2"	"22.2"	""	"2797000"	"303890"	"80.9756097560976"	""	"3.1483"	"16.4416061682131"	"25.6134386626133"	"2.5"	"42.5"	"14.875"	"21.9"	""	""	"8.19299983978271"
2013	"YR2013"	"France"	"FRA"	"46.4461226935631"	"1.05453998673876"	"1469000000"	""	"0.57923"	"5.06217196411801"	"42592.9340943342"	"32.5"	"26.4"	""	"83634000"	"547556.9921875"	"82.219512195122"	""	"3.1835"	"18.4682610640124"	"20.3402171104916"	"2.5"	"26.9"	"20.865"	"33"	""	""	"9.92099952697754"
2013	"YR2013"	"French Polynesia"	"PYF"	""	""	""	""	""	"3.03856056346364"	""	""	""	""	"164000"	"3660"	"76.307"	""	""	"24.1462223669024"	""	"4.1"	""	"38.417"	""	""	""	"13.2449998855591"
2013	"YR2013"	"Gabon"	"GAB"	"1.24189136791019"	"1.15434645899916"	""	""	""	"2.9060394447988"	"9680.82433880273"	""	""	""	""	"257670"	"63.648"	""	""	"36.605999435355"	"44.587689731424"	"8.7"	"15.8"	"12.844"	""	""	""	"20.1110000610352"
2013	"YR2013"	"Gambia, The"	"GMB"	""	"0.124011973356028"	""	""	"29.96025"	"0.220351161652606"	"696.152124772487"	""	""	""	"171000"	"10120"	"60.426"	""	""	"44.7863535997132"	"36.0505117938944"	"9.8"	"7.5"	"42.18"	"16.1"	""	"17.5"	"9.72900009155273"
2013	"YR2013"	"Georgia"	"GEO"	"16.8111048333959"	"1.60048999236119"	""	"33.9207294588283"	"0.44121"	"2.1137931090135"	"4341.4351223077"	"38.6"	"29.1"	""	"4954000"	"69490"	"72.412"	""	"4.5177"	"18.4494730532089"	"51.1850372029459"	"7.7"	"12"	"43.315"	"29.2"	""	""	"16.9400005340576"
2013	"YR2013"	"Germany"	"DEU"	"12.2087666570209"	"0.43060949209901"	"799000000"	""	"0.38497"	"9.39062341958994"	"46530.9114275776"	"31.1"	"24.6"	""	"31545000"	"348880"	"80.490243902439"	""	"4.0043"	"13.3310716177189"	"5.60419237869154"	"2.5"	"36.5"	"22.82"	"31.4"	""	""	"5.23099994659424"
2013	"YR2013"	"Ghana"	"GHA"	"5.82305507729694"	"0.139159551723092"	""	""	""	"0.549478567097377"	"2378.1595122723"	""	""	""	"994000"	"227540"	"62.064"	""	"0.1686"	"38.6486440269329"	"16.7732395278404"	"6.2"	"10.9"	"47.252"	"4.1"	""	""	"6.42999982833862"
2013	"YR2013"	"Gibraltar"	"GIB"	"0"	""	""	""	""	"14.5844117297875"	""	""	""	""	""	"10"	""	""	""	""	""	""	""	"0"	""	""	""	""
2013	"YR2013"	"Greece"	"GRC"	"5.6372347217714"	"2.98969233566929"	""	""	"2.07222"	"6.33661458954141"	"21874.8195041667"	"36.1"	"26.4"	""	"17920000"	"128900"	"81.2853658536585"	""	"6.0846"	"14.8171593501234"	"37.3120860198117"	"2.5"	"21"	"22.645"	"44.9"	""	""	"27.4659996032715"
2013	"YR2013"	"Greenland"	"GRL"	""	""	""	""	""	"9.80325053555937"	"47535.5899453685"	""	""	""	""	"410450"	"71.8304878048781"	""	""	""	""	""	""	"14.449"	""	""	""	""
2013	"YR2013"	"Grenada"	"GRD"	""	""	""	""	""	"2.81372839049644"	"7789.77638079977"	""	""	""	"128000"	"340"	"72.579"	""	""	"23.3188499583988"	""	""	"33.3"	"64.104"	""	""	""	""
2013	"YR2013"	"Guam"	"GUM"	""	""	""	""	""	""	"33265.3811866066"	""	""	""	"1334000"	"540"	"78.649"	""	""	"26.2744144582219"	""	""	""	"5.636"	""	""	""	"11.5"
2013	"YR2013"	"Guatemala"	"GTM"	"2.90269850627609"	"0.708170123558108"	""	"24.80987234289"	"9.82353"	"0.874202518738834"	"3452.92167895051"	""	""	""	"1516000"	"107160"	"72.596"	""	""	"37.4720373720747"	"34.6596917867668"	"16.3"	"13.3"	"50.689"	""	""	""	"3.01600003242493"
2013	"YR2013"	"Guinea"	"GIN"	""	"0.319829424307036"	""	""	"24.05136"	"0.211075838098709"	"769.003943268519"	""	""	""	"56000"	"245720"	"58.447"	""	""	"45.5400196294494"	"43.3907328907516"	"15.7"	""	"65.455"	""	""	""	"4.20300006866455"
2013	"YR2013"	"Guinea-Bissau"	"GNB"	""	"0.945596671499716"	""	""	""	"0.155734208924943"	"634.48244599306"	""	""	""	"35500"	"28120"	"56.117"	""	""	"42.9073171323612"	"67.4635589922088"	"23.9"	"14"	"58.69"	""	""	""	"4.47399997711182"
2013	"YR2013"	"Guyana"	"GUY"	""	"0.366512731319512"	""	""	""	"2.54999901222861"	"3934.86526171904"	""	""	""	"200000"	"196850"	"68.819"	""	""	"30.3297180900452"	""	"8.8"	"31.3"	"73.6"	""	""	""	"12.2829999923706"
2013	"YR2013"	"Haiti"	"HTI"	"0.127892944744258"	"0.00267100199969016"	""	""	""	"0.231288109913657"	"812.688690037387"	""	""	""	"420000"	"27560"	"61.658"	""	""	"35.1457092929065"	"44.1074239069544"	"49.6"	"4.2"	"49.54"	"12.5"	""	""	"14.1429996490479"
2013	"YR2013"	"Honduras"	"HND"	"3.40722362321271"	"0.54706061595743"	""	""	"18.57464"	"1.03026679143006"	"2088.09794403724"	"52.6"	"40.2"	""	"863000"	"111890"	"74.051"	""	"0.9999"	"35.2752809250555"	"24.335098160743"	"14.8"	"19.5"	"46.142"	"2.3"	""	""	"4.09600019454956"
2013	"YR2013"	"Hong Kong SAR, China"	"HKG"	"0.0637157290404246"	""	""	""	"0.4856"	"6.26907896752984"	"38403.7777145477"	""	""	""	"25661000"	"1050"	"83.8317073170732"	""	""	"11.1199842906634"	"99.577525804789"	"2.5"	""	"0"	""	""	""	"3.40000009536743"
